Plant_ID,Pcode,State,Customer_Id,Scode,Price,Wk0,Wk1,Wk2,Wk3,Wk4,Wk5,Wk6,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,Wk15,Wk16,Wk17,Wk18,Wk19,Wk20,Wk21,Wk22,Wk23,Wk24,Wk25,Wk26,Wk27,Wk28,Wk29,Wk30,Wk31,Wk32,Wk33,Wk34,Wk35,Wk36,Wk37,Wk38,Wk39,Wk40,Wk41,Wk42,Wk43,Wk44,Wk45,Wk46,Wk47,Wk48,Wk49,Wk50,Wk51,Wk52,Wk53,Wk54,Wk55,Wk56,Wk57,Wk58,Wk59,Wk60,Wk61,Wk62,Wk63,Wk64,Wk65,Wk66,Wk67,Wk68,Wk69,Wk70,Wk71,Wk72,Wk73,Wk74,Wk75,Wk76,Wk77,Wk78,Wk79,Wk80,Wk81,Wk82,Wk83,Wk84,Wk85,Wk86,Wk87,Wk88,Wk89,Wk90,Wk91,Wk92,Wk93,Wk94,Wk95,Wk96,Wk97,Wk98,Wk99,Wk100,Wk101,Wk102,Wk103,
200,Ft. Worth,TX,39,SKU407,$25.00 ,1,72,98,73,3,4,79,20,88,32,2,79,83,69,22,70,4,53,57,98,28,55,100,55,55,92,66,33,43,5,79,47,27,15,22,10,55,54,49,33,36,93,30,82,31,49,70,138,355,1020,2937,7,11,54,9,97,48,15,39,21,35,93,96,55,77,72,77,14,18,64,52,17,72,86,98,3,21,47,29,85,73,7,74,95,50,47,46,39,5,68,36,46,5,8,24,16,30,2,268,720,1659,3413,54,66,
200,Ft. Worth,TX,13,SKU408,$53.00 ,89,54,64,16,70,21,49,10,98,59,73,94,23,53,51,77,9,94,46,76,12,34,89,79,2,64,61,64,28,54,49,93,100,95,99,17,19,38,88,78,36,98,87,28,65,41,91,127,338,867,1031,18,55,65,4,6,90,0,4,12,96,24,91,64,31,63,60,13,25,87,57,50,36,75,35,53,97,50,67,52,91,73,39,17,39,50,48,39,86,60,11,49,49,89,1,88,55,23,148,218,247,339,72,14,
200,Ft. Worth,TX,36,SKU409,$14.00 ,76,40,75,36,54,3,8,86,11,62,95,93,78,66,52,33,22,8,64,52,53,99,22,81,42,95,93,1,65,92,62,96,42,7,64,48,71,44,22,62,79,18,62,65,72,57,41,242,544,1386,3919,0,35,57,86,74,48,11,94,57,100,77,41,43,20,95,100,80,9,29,19,95,18,66,88,67,53,33,41,87,8,83,37,74,53,20,83,27,43,73,74,100,43,100,84,37,31,98,244,568,1507,4275,27,63,
200,Ft. Worth,TX,25,SKU410,$65.00 ,2,28,63,0,49,73,70,30,70,74,35,80,94,50,25,57,97,64,89,49,96,89,79,21,21,100,51,1,84,36,37,19,52,45,34,61,55,93,71,32,69,43,9,2,71,56,16,273,677,1816,2432,99,60,35,49,91,76,63,14,20,17,74,19,90,55,30,38,96,25,40,90,86,25,92,74,49,30,6,57,17,97,39,27,72,63,30,98,41,83,60,24,26,96,62,69,48,51,68,223,235,324,370,0,98,
200,Ft. Worth,TX,19,SKU411,$54.00 ,2,29,22,76,57,11,95,92,44,34,68,41,2,22,8,84,94,39,56,19,15,61,68,39,3,97,19,11,87,90,57,28,5,50,46,77,86,89,99,38,7,20,88,88,18,55,6,262,531,1592,4408,100,29,96,43,4,78,58,71,43,96,78,56,95,71,75,41,63,90,96,42,97,29,37,90,86,23,69,53,39,27,9,1,14,90,34,88,6,21,63,88,9,28,38,30,82,1,51,193,399,981,1133,77,6,
200,Ft. Worth,TX,32,SKU412,$62.00 ,19,49,73,10,79,36,20,73,25,8,88,24,85,30,58,38,88,96,4,47,87,57,36,2,73,49,47,11,88,25,8,63,22,77,81,92,99,60,51,11,72,47,90,52,11,15,1,185,541,574,937,96,44,39,48,77,38,3,41,25,7,68,25,85,47,43,93,100,35,61,62,48,32,41,93,72,83,9,52,37,95,25,14,78,3,81,13,44,30,14,72,75,59,65,53,94,33,70,147,176,486,976,92,49,
200,Ft. Worth,TX,45,SKU413,$48.00 ,8,72,43,15,70,60,84,38,10,96,63,58,57,91,9,49,39,32,86,2,100,74,42,9,24,87,13,51,47,49,39,53,99,14,90,54,90,10,28,8,18,77,64,90,62,96,90,174,413,913,1396,90,27,17,61,32,80,27,63,99,48,39,31,46,30,45,93,32,45,57,17,35,28,46,63,96,61,31,71,28,79,70,100,99,3,73,68,32,64,66,7,78,34,60,78,61,77,38,127,183,395,432,41,71,
200,Ft. Worth,TX,31,SKU414,$48.00 ,7,94,49,34,21,87,40,84,80,44,100,36,49,52,78,40,34,83,60,83,68,40,55,15,95,37,41,1,26,3,1,89,48,75,66,78,61,29,73,77,58,78,77,50,76,63,6,196,477,653,1710,37,19,73,48,21,34,17,64,88,39,68,21,75,32,54,38,49,50,11,38,79,91,71,84,16,99,25,98,92,35,61,45,28,13,9,12,41,50,5,30,97,51,48,31,98,31,23,240,462,778,1323,45,21,
200,Ft. Worth,TX,15,SKU415,$89.00 ,57,17,14,63,38,24,17,13,62,81,91,64,16,51,87,93,9,82,9,2,78,61,39,81,84,47,90,53,85,89,65,61,87,17,68,8,88,71,79,48,72,90,55,91,96,77,89,110,300,810,1746,89,48,74,94,4,19,81,21,23,72,98,34,90,74,30,8,40,82,9,11,13,47,16,44,50,16,52,47,93,85,23,63,28,5,62,22,100,5,26,58,3,69,55,97,36,81,55,103,284,796,1979,78,79,
200,Ft. Worth,TX,14,SKU416,$22.00 ,37,100,40,30,94,95,19,26,54,57,15,42,94,47,38,20,2,94,82,6,99,35,50,78,63,17,49,2,44,60,53,49,90,79,23,21,49,51,39,67,0,28,64,21,99,17,50,257,528,1041,2041,90,61,30,95,47,62,50,22,73,79,98,11,41,52,69,29,56,17,79,87,63,71,34,96,25,4,36,47,46,72,97,33,34,86,51,56,72,51,35,37,81,24,93,34,58,30,92,108,109,120,175,62,30,
200,Ft. Worth,TX,8,SKU417,$32.00 ,68,31,37,95,66,35,40,78,35,53,58,44,49,68,40,94,45,77,86,22,33,12,31,88,60,46,100,85,52,56,74,97,36,46,27,82,30,7,25,55,15,1,100,19,61,88,53,165,207,575,935,1,66,57,58,17,73,66,29,82,45,13,9,69,87,56,9,28,43,42,3,95,34,50,51,7,41,7,38,88,96,19,31,56,44,65,88,30,35,92,95,43,27,12,88,14,36,16,151,247,543,641,74,12,
200,Ft. Worth,TX,4,SKU418,$92.00 ,95,1,85,62,48,66,98,75,98,70,38,74,62,35,35,0,48,22,93,48,29,16,30,45,100,45,33,74,44,46,20,40,37,68,67,69,31,61,23,95,59,58,1,96,45,8,75,228,627,627,1650,18,62,20,29,42,32,44,42,90,73,60,25,29,60,3,49,25,25,13,87,40,47,20,60,53,99,75,41,91,16,91,14,19,57,69,44,81,56,16,27,52,51,83,57,38,36,43,184,527,1465,4196,42,65,
200,Ft. Worth,TX,20,SKU419,$18.00 ,88,54,10,84,11,9,93,16,26,55,20,78,63,38,4,100,20,44,30,87,33,30,27,9,81,43,86,42,7,23,35,29,0,25,21,36,62,17,22,74,26,27,91,77,2,7,5,185,461,578,931,23,39,63,71,20,98,59,29,31,34,79,60,9,26,40,10,17,50,86,10,11,13,57,0,18,84,30,34,72,74,91,55,99,42,48,70,98,37,29,17,66,69,7,61,36,57,65,183,383,894,2211,15,5,
200,Ft. Worth,TX,16,SKU420,$60.00 ,30,34,76,83,19,54,39,90,26,70,43,71,69,52,29,82,54,77,59,36,49,97,70,8,40,67,42,1,74,9,29,19,27,6,17,77,51,64,48,34,45,13,93,66,16,72,38,214,385,979,1066,27,48,98,93,65,75,41,30,13,25,21,61,10,79,10,52,60,39,64,72,98,4,28,58,33,20,66,88,42,23,87,81,83,21,92,90,45,60,67,77,33,93,36,86,67,11,14,133,357,436,1168,51,50,
200,Ft. Worth,TX,36,SKU421,$20.00 ,33,91,31,42,20,100,13,87,18,57,80,85,86,66,45,93,61,26,62,84,59,7,93,39,24,84,80,3,88,23,47,41,0,51,45,54,73,46,49,63,66,23,67,12,70,80,45,239,668,1451,3900,9,65,73,64,11,72,6,44,5,0,25,79,44,22,15,88,2,21,31,28,53,83,88,80,77,39,26,80,41,40,35,63,85,77,99,78,63,15,100,28,27,83,55,95,85,96,81,244,546,725,1404,57,88,
200,Ft. Worth,TX,24,SKU422,$80.00 ,17,48,14,48,59,30,94,86,38,24,62,47,51,66,25,90,91,56,54,58,32,68,24,92,85,9,36,61,88,31,90,0,84,77,71,39,45,96,21,92,76,65,47,89,73,46,3,156,225,356,763,52,89,65,74,47,95,48,17,35,17,10,65,19,22,97,30,61,46,78,55,31,84,21,100,100,81,11,75,3,45,93,36,28,44,76,11,19,52,20,55,35,100,32,70,50,55,6,213,561,1344,2108,33,67,
200,Ft. Worth,TX,37,SKU423,$60.00 ,74,71,17,12,12,7,35,75,45,56,53,4,47,92,10,73,55,65,42,5,100,49,98,22,17,73,78,70,87,82,68,69,53,15,86,31,23,22,84,68,79,10,69,39,84,16,57,132,310,516,1499,36,0,24,60,83,61,66,98,62,71,53,98,4,98,72,30,17,91,86,5,47,51,9,35,15,9,50,19,86,58,71,49,76,58,57,45,17,53,46,55,50,29,70,7,22,73,12,253,308,723,732,74,30,
200,Ft. Worth,TX,41,SKU424,$64.00 ,50,90,27,15,72,4,45,75,22,73,21,98,68,48,67,90,90,31,4,35,16,46,65,46,15,21,80,63,100,72,49,3,8,57,91,77,98,5,27,79,85,7,32,58,22,16,51,207,403,415,1189,64,43,68,72,46,8,74,98,36,93,81,21,7,42,1,23,36,34,75,69,16,41,75,28,4,99,20,41,14,75,53,48,37,35,76,12,27,57,54,64,54,64,18,61,66,92,10,269,795,1711,4855,19,25,
200,Ft. Worth,TX,16,SKU425,$80.00 ,79,10,16,53,48,40,47,21,1,81,40,14,81,18,23,77,96,38,14,0,21,77,74,29,74,31,10,71,21,46,69,12,55,91,88,12,70,38,27,34,73,8,56,48,71,59,95,218,309,601,1611,31,40,28,82,35,29,16,63,58,82,70,6,17,7,15,14,37,31,28,37,23,19,86,55,23,2,67,88,54,47,7,51,54,87,95,99,49,50,62,4,32,89,40,92,82,79,35,149,401,929,1933,20,33,
200,Ft. Worth,TX,34,SKU426,$89.00 ,66,82,75,41,67,9,64,94,80,68,71,68,98,77,73,93,91,98,97,63,68,71,24,83,81,64,67,17,65,11,57,65,77,23,85,75,95,60,72,90,25,81,35,87,34,100,75,227,319,627,1021,87,89,4,10,81,27,86,13,40,63,52,63,69,3,67,55,24,31,46,90,74,8,65,88,60,83,92,87,97,99,80,67,22,35,95,91,27,52,36,0,10,23,95,13,4,81,27,127,287,426,477,16,2,
200,Ft. Worth,TX,40,SKU427,$64.00 ,20,14,81,24,96,95,61,64,27,23,53,100,52,14,88,86,48,98,28,82,62,75,90,34,87,42,29,73,91,37,92,36,66,44,43,60,92,46,19,22,98,80,62,17,32,23,68,169,422,932,1667,57,17,45,16,69,2,3,25,32,26,23,68,19,85,6,2,46,54,28,59,39,8,48,71,68,54,43,46,8,79,2,45,77,83,16,40,44,20,84,27,41,18,79,44,52,34,29,231,250,735,2143,79,39,
200,Ft. Worth,TX,6,SKU428,$38.00 ,49,28,88,75,8,87,100,71,39,43,30,74,77,16,28,71,71,12,83,16,55,16,56,83,93,74,71,28,75,88,66,55,53,35,11,13,37,84,67,19,44,4,41,58,59,78,65,250,722,1122,2689,62,23,48,65,79,18,61,58,10,14,85,37,60,3,41,93,92,38,1,42,99,47,60,60,25,17,30,29,93,90,31,46,51,77,55,72,49,39,64,50,50,12,6,91,57,33,69,255,422,1196,1463,80,81,
200,Ft. Worth,TX,12,SKU429,$35.00 ,53,53,72,38,0,67,16,10,1,50,87,31,45,99,65,23,93,80,3,42,12,30,78,72,84,61,79,61,22,78,75,43,84,42,54,23,32,68,50,84,85,35,26,43,74,30,75,187,187,436,560,67,54,10,81,64,65,39,28,54,14,41,93,100,2,13,27,58,69,79,46,91,4,19,90,59,27,22,36,27,61,33,20,75,58,91,32,34,25,83,100,39,15,68,85,5,8,87,147,239,393,1173,80,46,
200,Ft. Worth,TX,23,SKU430,$80.00 ,81,93,9,14,30,28,8,59,87,56,33,91,14,99,2,96,47,53,17,61,72,95,34,96,75,31,26,20,25,95,34,61,85,51,5,77,2,53,48,84,39,9,14,64,83,14,98,234,407,775,2184,88,75,29,73,99,98,16,52,98,37,63,38,85,75,83,63,76,65,9,90,67,20,98,63,92,55,56,20,66,63,6,37,90,76,99,1,47,48,100,23,87,90,89,34,86,2,65,224,265,566,680,72,52,
200,Ft. Worth,TX,42,SKU431,$88.00 ,74,28,15,75,55,93,80,67,8,79,64,83,85,88,14,51,23,96,45,83,45,76,71,42,11,53,73,3,10,57,60,50,64,47,57,82,12,34,71,93,80,12,39,17,85,87,5,198,245,408,988,99,73,47,22,81,89,78,32,63,95,50,40,100,39,22,53,69,95,33,46,18,0,19,31,41,27,74,1,48,31,85,38,54,65,44,26,78,92,88,92,14,48,88,13,88,57,51,118,179,340,727,14,10,
200,Ft. Worth,TX,39,SKU432,$96.00 ,91,29,79,85,1,49,53,15,12,62,31,69,1,84,55,99,50,29,53,90,58,10,65,82,70,56,85,80,79,46,100,85,70,30,82,63,60,72,83,60,87,21,44,40,85,81,96,298,601,1715,3789,68,48,39,15,16,79,83,91,19,11,27,26,28,99,13,29,44,58,8,67,62,40,9,19,100,68,99,54,18,35,37,58,64,11,15,28,70,78,31,11,73,7,11,30,30,64,38,194,313,371,1052,67,83,
200,Ft. Worth,TX,7,SKU433,$53.00 ,13,92,54,27,3,59,54,62,27,6,6,21,38,9,88,83,71,32,17,4,80,54,92,82,64,37,66,16,14,32,8,50,23,25,68,80,15,70,30,25,55,48,17,5,12,86,37,244,391,787,1718,19,36,45,68,89,47,98,49,45,96,91,47,51,68,69,80,4,84,6,46,29,60,35,63,13,63,23,21,9,33,73,93,23,97,97,56,25,34,79,0,77,0,98,22,11,52,67,215,569,1041,1326,42,80,
200,Ft. Worth,TX,39,SKU434,$83.00 ,39,78,46,47,12,7,79,46,88,0,8,97,15,76,85,40,93,5,19,27,57,96,66,50,12,91,60,33,58,84,39,42,90,72,40,46,16,29,76,84,5,84,66,23,25,28,46,220,373,584,1043,100,83,56,34,62,21,43,81,71,54,92,78,86,60,70,90,5,33,16,84,52,2,30,59,6,18,86,22,58,47,47,66,77,18,56,29,34,23,61,21,5,63,72,84,38,58,35,199,353,952,2554,94,96,
200,Ft. Worth,TX,17,SKU435,$27.00 ,12,39,62,28,95,47,94,11,2,100,68,33,68,98,41,9,75,12,89,91,14,13,14,10,90,41,70,96,54,49,7,40,9,14,33,69,57,23,0,1,68,13,3,42,47,57,86,300,390,493,1065,19,12,33,54,71,94,80,55,53,96,44,50,88,85,47,55,12,43,37,95,65,32,48,98,77,60,72,31,98,13,95,64,82,3,95,60,14,2,48,8,47,71,63,26,42,68,61,227,676,1132,1927,51,63,
200,Ft. Worth,TX,12,SKU436,$70.00 ,45,42,91,6,21,27,54,12,79,41,61,44,23,21,99,37,5,47,80,77,8,40,70,90,20,95,5,94,96,23,58,41,63,47,79,59,50,40,60,81,42,71,37,95,97,83,95,187,533,1240,1260,26,82,29,57,36,97,54,7,1,76,94,62,86,18,49,70,68,8,25,89,8,59,76,70,67,1,81,28,40,49,32,42,63,48,62,15,94,16,29,46,24,45,29,93,85,83,11,149,240,441,1260,98,69,
200,Ft. Worth,TX,18,SKU437,$98.00 ,48,53,84,75,98,9,100,10,49,33,40,11,31,0,38,46,20,50,46,31,48,51,0,17,85,3,70,89,68,47,53,93,23,35,91,14,38,59,32,74,58,11,45,50,72,90,44,221,647,1115,2045,94,97,51,94,33,12,48,85,77,25,64,43,13,41,81,24,13,25,62,36,89,85,57,13,7,18,44,54,63,91,44,88,39,100,26,12,98,100,3,69,59,43,44,28,91,55,97,132,181,213,358,46,77,
200,Ft. Worth,TX,0,SKU438,$100.00 ,19,66,8,52,41,88,33,38,77,68,100,74,73,30,54,41,72,4,26,15,9,34,46,52,45,68,14,41,52,67,33,29,62,43,96,77,53,30,67,26,68,73,12,44,77,10,48,237,458,1368,2379,27,26,68,98,26,98,9,54,20,54,3,20,46,47,78,19,67,30,64,31,86,12,42,54,56,18,41,59,97,74,99,21,4,56,89,21,70,16,43,55,58,36,72,1,10,67,87,123,224,660,1064,86,11,
200,Ft. Worth,TX,15,SKU439,$86.00 ,6,18,4,77,3,99,87,95,39,29,0,86,56,86,60,68,23,83,42,15,94,91,100,90,14,22,43,51,72,62,14,70,33,93,23,65,77,49,4,74,85,86,64,21,77,65,33,277,619,1831,3770,74,82,75,12,5,28,31,49,0,77,15,64,73,63,11,22,46,60,45,70,79,35,62,74,8,85,35,63,66,44,79,47,83,87,72,90,80,6,12,43,92,18,97,92,22,19,51,220,421,878,1729,98,36,
200,Ft. Worth,TX,18,SKU440,$47.00 ,47,63,18,71,32,17,41,6,2,100,8,12,59,52,82,12,25,22,52,18,46,77,26,19,55,64,69,90,82,8,28,60,83,53,84,28,9,2,20,32,63,48,84,27,67,48,64,212,348,386,511,65,23,61,83,42,23,25,63,56,63,67,24,58,18,67,2,25,7,53,3,38,58,17,9,11,67,9,77,91,44,39,70,96,65,75,60,75,70,19,79,52,73,20,38,11,61,45,190,290,474,962,86,81,
200,Ft. Worth,TX,1,SKU441,$18.00 ,24,45,44,100,12,73,89,27,69,52,61,3,72,46,35,70,83,66,62,28,58,70,53,42,2,14,9,87,15,42,4,77,24,81,5,84,22,82,35,6,0,86,14,68,80,90,62,154,454,1243,3200,24,21,85,50,30,25,42,48,22,74,24,16,78,38,9,21,18,4,52,40,13,20,55,23,2,77,70,37,79,36,56,43,27,74,36,28,89,90,52,42,95,94,83,63,2,84,39,232,500,757,2121,23,96,
200,Ft. Worth,TX,29,SKU442,$23.00 ,73,23,92,100,49,16,64,77,50,84,65,3,27,17,32,38,71,31,42,88,73,74,93,67,15,26,82,21,1,34,42,71,89,69,44,69,51,44,71,83,11,100,97,80,40,75,21,251,561,931,1474,88,91,10,72,26,9,32,32,55,76,46,5,75,25,94,88,27,84,15,75,59,98,69,33,16,51,18,70,23,65,36,6,59,11,23,43,24,76,53,83,30,72,98,68,6,16,84,235,237,308,326,7,24,
200,Ft. Worth,TX,37,SKU443,$43.00 ,86,96,31,12,53,92,73,63,86,96,13,88,11,97,19,31,47,22,100,88,76,26,92,11,65,25,16,18,58,24,60,32,24,45,17,96,26,7,31,1,69,99,24,16,12,19,49,146,369,682,1033,65,36,98,71,76,30,22,58,28,33,63,46,92,58,71,48,28,45,93,58,10,59,64,59,98,28,75,87,10,34,100,68,41,8,29,45,77,53,2,68,86,64,48,35,22,83,91,208,378,617,1743,46,60,
200,Ft. Worth,TX,34,SKU444,$68.00 ,46,62,78,9,68,65,6,25,27,45,43,70,87,70,42,1,31,17,62,11,57,3,58,73,34,64,89,29,87,11,84,42,77,88,23,11,15,13,61,7,14,53,9,58,11,44,82,168,172,329,339,45,99,46,27,37,67,90,39,25,90,35,13,16,85,56,47,58,87,94,80,70,66,2,60,69,54,36,83,66,5,33,100,94,7,99,84,52,5,17,20,58,81,33,16,5,76,60,118,187,281,501,14,24,
200,Ft. Worth,TX,4,SKU445,$46.00 ,51,13,86,81,43,31,91,54,8,8,74,28,46,29,39,67,71,27,60,42,75,61,63,5,4,87,51,33,34,27,25,45,100,64,46,74,55,7,74,48,67,43,61,60,14,29,93,241,719,1865,3660,39,43,42,71,33,23,44,60,51,8,34,9,78,34,56,38,41,66,73,11,27,1,52,31,90,91,79,20,70,45,88,82,72,79,8,91,65,65,66,27,89,37,19,15,30,17,9,228,344,1016,2965,6,82,
200,Ft. Worth,TX,39,SKU446,$74.00 ,67,25,67,86,99,38,13,20,49,83,45,2,32,14,16,21,64,71,79,91,54,71,97,76,58,11,89,12,0,92,67,86,19,100,79,49,74,97,54,66,79,17,66,10,34,62,24,128,261,737,811,2,14,48,56,97,38,100,17,47,52,16,67,37,49,1,9,89,2,53,29,74,24,9,71,13,60,59,41,78,25,45,63,47,60,97,84,45,11,65,5,45,27,10,55,3,75,11,262,537,1369,1938,66,14,
200,Ft. Worth,TX,31,SKU447,$64.00 ,98,48,8,42,85,64,88,26,26,60,91,57,7,47,28,25,76,34,39,30,51,23,42,5,28,66,81,82,34,24,5,5,93,87,77,86,4,100,68,71,86,12,1,64,48,22,94,101,140,185,450,96,32,54,50,29,53,66,70,39,41,59,31,1,33,16,69,0,94,11,62,62,60,10,18,79,43,25,15,17,39,82,80,1,3,93,73,33,31,69,24,23,63,71,7,29,2,0,250,361,555,1484,69,67,
200,Ft. Worth,TX,13,SKU448,$44.00 ,87,55,68,12,85,36,93,20,72,15,31,24,11,28,51,1,71,21,88,5,66,28,4,4,30,99,100,94,73,22,8,73,88,90,9,5,65,4,55,47,35,16,12,12,76,11,51,175,204,378,1112,29,64,20,99,27,95,48,6,70,72,54,71,60,12,43,77,49,93,70,88,22,81,4,61,46,91,79,75,71,88,57,11,47,7,100,11,15,19,9,40,57,89,50,92,63,70,1,287,356,797,2127,47,99,
200,Ft. Worth,TX,45,SKU449,$81.00 ,60,97,42,52,49,20,66,94,28,86,54,38,69,75,40,78,31,36,94,18,47,2,54,46,21,18,3,88,35,100,22,89,25,3,1,53,29,46,82,99,67,20,50,43,50,36,86,111,297,384,665,70,70,4,84,2,28,28,67,86,22,17,73,37,90,98,38,43,5,96,55,98,33,91,45,25,88,72,89,60,49,11,16,69,19,52,74,79,70,33,7,53,39,66,34,76,15,55,138,288,526,1050,14,3,
200,Ft. Worth,TX,21,SKU450,$10.00 ,4,84,56,80,75,30,66,57,93,90,62,57,18,22,14,61,78,33,19,76,40,81,50,22,21,46,14,71,52,37,4,12,80,21,23,100,83,70,73,71,47,15,99,68,31,43,6,161,406,1199,3326,12,46,44,69,22,82,55,4,15,17,21,84,42,69,33,62,23,84,52,2,8,32,61,23,90,51,97,22,18,1,46,35,63,95,23,42,74,17,12,74,51,40,59,84,61,62,13,195,229,437,813,84,0,
200,Ft. Worth,TX,46,SKU451,$93.00 ,78,12,68,13,97,5,21,51,80,94,79,46,48,3,54,64,17,64,73,37,67,89,15,55,45,2,47,84,48,88,74,59,70,93,89,33,92,33,85,28,10,35,11,21,55,20,74,100,122,348,510,85,82,47,5,77,79,94,22,3,79,82,89,14,73,45,25,62,21,46,52,72,21,29,87,98,83,73,45,37,23,82,42,48,84,90,71,1,27,36,89,61,3,97,74,75,42,88,169,341,987,2636,23,69,
200,Ft. Worth,TX,32,SKU452,$39.00 ,70,71,38,15,100,2,72,82,42,36,75,75,95,31,61,49,6,71,60,82,74,93,59,82,72,83,17,42,8,63,68,77,38,9,75,74,0,35,65,35,96,36,63,79,74,14,82,230,347,795,1766,58,76,100,59,19,47,13,17,60,95,26,17,86,21,92,16,15,60,16,48,53,37,81,79,27,72,22,10,87,24,50,60,83,97,73,30,32,89,83,42,39,78,13,94,66,96,46,228,370,978,1771,62,63,
200,Ft. Worth,TX,37,SKU453,$78.00 ,72,91,59,5,49,37,75,73,75,60,62,72,98,13,24,28,94,40,77,92,93,6,22,18,10,45,61,66,100,12,29,29,28,69,97,72,94,29,31,53,29,10,31,45,67,61,10,100,217,378,783,72,57,19,29,68,0,56,5,84,81,7,41,86,85,98,64,14,97,44,73,66,63,10,48,46,21,43,93,59,74,85,34,72,48,40,39,14,60,61,92,38,47,25,63,44,12,38,141,269,419,823,57,40,
200,Ft. Worth,TX,18,SKU454,$38.00 ,11,66,85,29,94,21,19,40,87,20,48,30,16,73,50,63,96,49,3,94,85,99,40,91,29,86,89,27,55,34,46,27,88,57,68,71,58,50,8,40,73,56,28,37,78,74,72,260,654,818,1750,5,100,77,44,13,23,31,46,98,55,62,31,70,89,92,46,34,16,90,86,60,9,22,45,69,40,71,57,54,13,86,77,97,54,61,80,14,57,50,79,58,65,77,28,22,26,27,151,418,761,882,56,6,
200,Ft. Worth,TX,4,SKU455,$81.00 ,45,97,61,37,75,55,40,15,67,96,43,57,97,7,8,12,73,46,48,65,60,51,80,24,46,81,2,25,0,12,35,10,41,19,80,47,99,3,25,77,0,41,26,39,45,24,98,207,324,649,1691,29,94,33,60,12,37,81,45,1,56,81,7,8,35,50,6,6,57,33,11,22,7,6,87,5,12,67,14,34,21,2,28,25,24,57,11,68,92,15,12,43,14,65,8,21,48,84,168,377,414,738,5,14,
200,Ft. Worth,TX,15,SKU456,$12.00 ,29,64,97,40,47,56,57,83,12,46,1,4,26,90,9,71,77,9,95,20,27,13,2,28,16,47,45,62,1,98,46,85,12,2,66,64,28,94,43,32,62,84,27,63,44,35,58,198,247,333,647,17,31,86,98,50,69,19,29,28,12,45,36,91,63,89,4,79,82,90,12,76,21,71,20,97,95,81,40,27,41,43,53,60,0,70,66,30,3,70,79,90,30,91,83,60,14,39,139,228,611,814,23,77,
200,Ft. Worth,TX,1,SKU457,$72.00 ,67,52,17,24,66,12,40,36,18,31,78,43,53,81,76,86,72,100,1,85,15,87,50,81,82,41,75,17,41,42,43,72,69,39,44,50,91,74,74,1,28,45,52,23,35,58,70,284,674,1871,3808,20,1,84,64,3,57,34,20,51,2,3,14,48,51,24,63,69,66,80,83,97,29,77,6,3,57,12,72,46,85,66,19,37,73,73,56,6,49,51,79,26,33,88,59,19,38,50,236,326,408,736,13,63,
200,Ft. Worth,TX,1,SKU458,$63.00 ,53,64,8,47,20,66,20,37,88,41,84,45,11,32,71,17,83,6,24,80,45,1,26,82,16,85,26,20,70,31,79,80,76,69,66,41,18,44,100,21,60,59,90,96,28,59,80,203,268,632,1318,44,26,40,31,17,39,11,20,14,54,55,17,4,84,38,37,47,27,78,4,94,7,72,61,44,89,64,95,68,69,90,12,99,84,48,41,81,58,62,94,27,54,97,78,3,38,98,125,184,431,876,83,76,
200,Ft. Worth,TX,32,SKU459,$60.00 ,55,93,54,64,14,20,33,72,98,44,43,71,47,79,32,94,97,88,42,74,96,94,51,87,5,21,17,77,46,20,71,88,87,91,70,53,29,64,65,14,79,3,59,28,68,9,37,291,849,2330,2943,48,71,14,63,8,95,25,53,5,77,78,39,21,55,68,11,63,94,42,2,35,98,72,40,93,6,51,62,59,25,62,34,25,99,60,3,58,97,34,95,80,62,54,62,67,98,25,156,262,660,792,26,95,
200,Ft. Worth,TX,6,SKU460,$94.00 ,72,54,86,89,9,15,66,46,11,22,32,57,50,55,75,16,80,28,77,49,77,94,29,28,41,58,18,49,2,65,1,37,19,85,5,0,31,73,19,2,36,33,23,91,16,91,21,108,145,262,387,21,61,30,23,8,3,28,69,74,87,55,19,61,27,23,37,30,0,34,25,96,20,92,66,88,51,34,10,97,5,72,87,27,4,82,89,63,96,12,91,88,67,46,37,24,30,69,175,511,550,1058,36,45,
200,Ft. Worth,TX,37,SKU461,$92.00 ,22,37,24,33,2,36,58,14,30,56,56,25,88,47,77,50,16,58,33,74,1,38,67,7,15,30,91,77,62,27,36,98,30,27,29,35,99,4,100,51,23,82,91,92,29,66,48,172,178,524,682,40,65,84,39,20,62,2,97,35,62,24,29,38,29,11,13,50,23,70,82,83,40,19,2,46,50,54,60,79,60,29,59,81,9,61,77,56,85,20,93,68,73,74,25,54,93,90,203,231,526,1079,38,73,
200,Ft. Worth,TX,25,SKU462,$93.00 ,46,28,87,25,8,10,91,24,57,59,22,53,78,57,16,75,97,17,42,67,4,19,15,55,72,32,26,6,13,65,77,79,30,61,54,49,74,7,50,53,95,70,78,57,49,98,31,143,298,553,771,35,49,71,92,40,15,47,56,8,22,58,22,73,59,49,5,39,97,93,0,87,93,22,92,94,49,21,5,4,50,25,16,58,25,83,8,21,81,9,28,18,46,10,0,5,68,58,135,141,173,316,98,34,
